# Monthly Data for Mar 1950 to Mar 2014
#
# (As of: Fri Mar 14 18:08:55 PDT 2014)
"#  **Provisional data, subject to revision**"
#
"Date,Station Id,Station Name,Air Temperature Average (degF),Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment - Snow-adj (in),Reservoir Storage Volume (ac_ft),Elevation (ft),Start Date,End Date"
"Feb 2008,574,LEAVITT LAKE,29,35.9,130,27.5,55,4,10.80,,9617,1989-08-17,2100-01-01"
"Mar 2008,574,LEAVITT LAKE,30,46.7,143,34.7,52,8,2.20,,9617,1989-08-17,2100-01-01"
"Apr 2008,574,LEAVITT LAKE,33,48.9,129,36.9,53,12,1.30,,9617,1989-08-17,2100-01-01"
"May 2008,574,LEAVITT LAKE,40,44.7,107,38.2,68,16,2.10,,9617,1989-08-17,2100-01-01"
"Jun 2008,574,LEAVITT LAKE,50,32.9,71,40.3,66,28,0.00,,9617,1989-08-17,2100-01-01"
"Jul 2008,574,LEAVITT LAKE,59,0.0,0,40.3,71,48,0.70,,9617,1989-08-17,2100-01-01"
"Aug 2008,574,LEAVITT LAKE,58,0.0,0,41.0,74,41,0.40,,9617,1989-08-17,2100-01-01"
"Sep 2008,574,LEAVITT LAKE,51,0.0,0,41.4,69,28,0.00,,9617,1989-08-17,2100-01-01"
"Oct 2008,574,LEAVITT LAKE,42,0.0,0,0.0,62,10,3.40,,9617,1989-08-17,2100-01-01"
"Nov 2008,574,LEAVITT LAKE,37,1.7,11,3.4,60,15,7.10,,9617,1989-08-17,2100-01-01"
"Dec 2008,574,LEAVITT LAKE,28,6.7,24,10.5,56,0,12.90,,9617,1989-08-17,2100-01-01"
"Jan 2009,574,LEAVITT LAKE,31,19.6,75,18.7,49,3,6.90,,9617,1989-08-17,2100-01-01"
"Feb 2009,574,LEAVITT LAKE,26,26.5,89,24.5,51,2,15.30,,9617,1989-08-17,2100-01-01"
"Mar 2009,574,LEAVITT LAKE,29,41.8,131,35.7,49,5,14.60,,9617,1989-08-17,2100-01-01"
"Apr 2009,574,LEAVITT LAKE,32,56.4,148,45.5,60,4,1.60,,9617,1989-08-17,2100-01-01"
"May 2009,574,LEAVITT LAKE,45,57.6,130,47.1,65,30,4.70,,9617,1989-08-17,2100-01-01"
"Jun 2009,574,LEAVITT LAKE,45,38.3,77,51.8,69,29,1.20,,9617,1989-08-17,2100-01-01"
"Jul 2009,574,LEAVITT LAKE,57,0.5,2,53.0,74,41,0.80,,9617,1989-08-17,2100-01-01"
"Aug 2009,574,LEAVITT LAKE,54,0.0,0,53.8,74,33,0.90,,9617,1989-08-17,2100-01-01"
"Sep 2009,574,LEAVITT LAKE,53,0.0,0,54.7,69,20,0.00,,9617,1989-08-17,2100-01-01"
"Oct 2009,574,LEAVITT LAKE,39,0.0,0,0.0,58,10,6.80,,9617,1989-08-17,2100-01-01"
"Nov 2009,574,LEAVITT LAKE,35,1.3,4,6.8,61,13,3.70,,9617,1989-08-17,2100-01-01"
"Dec 2009,574,LEAVITT LAKE,26,5.0,24,9.4,50,0,10.10,,9617,1989-08-17,2100-01-01"
"Jan 2010,574,LEAVITT LAKE,29,15.1,57,19.0,49,11,16.70,,9617,1989-08-17,2100-01-01"
"Feb 2010,574,LEAVITT LAKE,27,31.8,109,32.0,48,7,9.60,,9617,1989-08-17,2100-01-01"
"Mar 2010,574,LEAVITT LAKE,28,41.4,133,41.0,55,4,8.80,,9617,1989-08-17,2100-01-01"
"Apr 2010,574,LEAVITT LAKE,29,50.2,148,47.5,54,8,9.80,,9617,1989-08-17,2100-01-01"
"May 2010,574,LEAVITT LAKE,33,60.0,156,56.5,53,12,3.90,,9617,1989-08-17,2100-01-01"
"Jun 2010,574,LEAVITT LAKE,47,61.7,139,60.4,68,29,0.10,,9617,1989-08-17,2100-01-01"
"Jul 2010,574,LEAVITT LAKE,57,21.3,46,60.5,72,36,0.70,,9617,1989-08-17,2100-01-01"
"Aug 2010,574,LEAVITT LAKE,54,0.0,0,61.2,72,32,0.00,,9617,1989-08-17,2100-01-01"
"Sep 2010,574,LEAVITT LAKE,52,0.0,0,61.2,72,30,0.00,,9617,1989-08-17,2100-01-01"
"Oct 2010,574,LEAVITT LAKE,40,0.0,0,0.0,64,18,10.20,,9617,1989-08-17,2100-01-01"
"Nov 2010,574,LEAVITT LAKE,31,1.6,5,10.2,60,4,9.10,,9617,1989-08-17,2100-01-01"
"Dec 2010,574,LEAVITT LAKE,30,10.7,55,18.9,52,-2,26.80,,9617,1989-08-17,2100-01-01"
"Jan 2011,574,LEAVITT LAKE,32,37.5,127,41.7,53,12,4.20,,9617,1989-08-17,2100-01-01"
"Feb 2011,574,LEAVITT LAKE,23,41.7,122,44.9,43,0,13.40,,9617,1989-08-17,2100-01-01"
"Mar 2011,574,LEAVITT LAKE,27,55.1,158,56.0,61,11,24.90,,9617,1989-08-17,2100-01-01"
"Apr 2011,574,LEAVITT LAKE,31,80.0,217,74.5,56,1,5.80,,9617,1989-08-17,2100-01-01"
"May 2011,574,LEAVITT LAKE,34,85.8,200,78.1,59,14,3.20,,9617,1989-08-17,2100-01-01"
"Jun 2011,574,LEAVITT LAKE,45,87.4,178,81.3,68,20,3.80,,9617,1989-08-17,2100-01-01"
"Jul 2011,574,LEAVITT LAKE,54,66.5,120,85.1,70,39,0.00,,9617,1989-08-17,2100-01-01"
"Aug 2011,574,LEAVITT LAKE,57,5.3,12,85.1,68,45,0.10,,9617,1989-08-17,2100-01-01"
"Sep 2011,574,LEAVITT LAKE,52,0.0,0,85.2,65,40,2.20,,9617,1989-08-17,2100-01-01"
"Oct 2011,574,LEAVITT LAKE,43,0.0,0,0.0,62,18,3.70,,9617,1989-08-17,2100-01-01"
"Nov 2011,574,LEAVITT LAKE,32,0.0,0,3.7,52,10,2.80,,9617,1989-08-17,2100-01-01"
"Dec 2011,574,LEAVITT LAKE,28,2.8,13,6.2,49,4,0.40,,9617,1989-08-17,2100-01-01"
"Jan 2012,574,LEAVITT LAKE,33,3.2,17,6.5,52,12,9.50,,9617,1989-08-17,2100-01-01"
"Feb 2012,574,LEAVITT LAKE,27,12.7,46,12.9,51,7,2.70,,9617,1989-08-17,2100-01-01"
"Mar 2012,574,LEAVITT LAKE,29,15.3,61,15.6,54,-1,12.30,,9617,1989-08-17,2100-01-01"
"Apr 2012,574,LEAVITT LAKE,35,27.6,93,23.6,58,7,5.10,,9617,1989-08-17,2100-01-01"
"May 2012,574,LEAVITT LAKE,43,28.2,67,28.7,66,19,0.30,,9617,1989-08-17,2100-01-01"
"Jun 2012,574,LEAVITT LAKE,49,0.0,0,29.0,70,19,1.00,,9617,1989-08-17,2100-01-01"
"Jul 2012,574,LEAVITT LAKE,57,0.0,0,30.0,72,43,0.20,,9617,1989-08-17,2100-01-01"
"Aug 2012,574,LEAVITT LAKE,58,0.0,0,30.2,72,46,2.70,,9617,1989-08-17,2100-01-01"
"Sep 2012,574,LEAVITT LAKE,53,0.0,0,32.9,66,38,0.10,,9617,1989-08-17,2100-01-01"
"Oct 2012,574,LEAVITT LAKE,43,0.0,0,0.0,65,19,2.80,,9617,1989-08-17,2100-01-01"
"Nov 2012,574,LEAVITT LAKE,35,2.2,12,2.8,58,8,12.70,,9617,1989-08-17,2100-01-01"
"Dec 2012,574,LEAVITT LAKE,25,14.9,71,14.7,42,-1,22.10,,9617,1989-08-17,2100-01-01"
"Jan 2013,574,LEAVITT LAKE,27,37.0,121,30.1,49,-4,3.20,,9617,1989-08-17,2100-01-01"
"Feb 2013,574,LEAVITT LAKE,26,40.2,110,32.4,49,4,1.90,,9617,1989-08-17,2100-01-01"
"Mar 2013,574,LEAVITT LAKE,34,42.1,110,33.5,56,16,6.70,,9617,1989-08-17,2100-01-01"
"Apr 2013,574,LEAVITT LAKE,36,48.8,127,37.6,58,11,1.30,,9617,1989-08-17,2100-01-01"
"May 2013,574,LEAVITT LAKE,41,42.0,95,38.9,61,22,1.10,,9617,1989-08-17,2100-01-01"
"Jun 2013,574,LEAVITT LAKE,52,18.1,38,40.0,74,32,0.90,,9617,1989-08-17,2100-01-01"
"Jul 2013,574,LEAVITT LAKE,58,0.0,0,40.9,76,47,2.20,,9617,1989-08-17,2100-01-01"
"Aug 2013,574,LEAVITT LAKE,54,0.0,0,43.1,69,42,0.10,,9617,1989-08-17,2100-01-01"
"Sep 2013,574,LEAVITT LAKE,48,0.0,0,43.2,65,22,1.20,,9617,1989-08-17,2100-01-01"
"Oct 2013,574,LEAVITT LAKE,40,0.0,0,0.0,63,18,1.40,,9617,1989-08-17,2100-01-01"
"Nov 2013,574,LEAVITT LAKE,35,0.5,4,1.4,58,8,1.20,,9617,1989-08-17,2100-01-01"
"Dec 2013,574,LEAVITT LAKE,30,1.6,10,2.6,55,-2,3.70,,9617,1989-08-17,2100-01-01"
"Jan 2014,574,LEAVITT LAKE,34,5.3,23,5.1,51,10,3.70,,9617,1989-08-17,2100-01-01"
"Feb 2014,574,LEAVITT LAKE,30,9.0,44,8.6,49,5,12.00,,9617,1989-08-17,2100-01-01"
"Mar 2014,574,LEAVITT LAKE,,21.0,87,18.6,,,,,9617,1989-08-17,2100-01-01"
"Oct 1978,846,VIRGINIA LAKES RIDGE,32,0.0,,0.0,32,32,0.90,,9445,1978-10-01,2100-01-01"
"Nov 1978,846,VIRGINIA LAKES RIDGE,32,0.9,,0.8,32,32,2.70,,9445,1978-10-01,2100-01-01"
"Dec 1978,846,VIRGINIA LAKES RIDGE,32,3.2,,3.5,32,32,3.00,,9445,1978-10-01,2100-01-01"
"Jan 1979,846,VIRGINIA LAKES RIDGE,32,5.5,,6.5,32,32,5.70,,9445,1978-10-01,2100-01-01"
"Feb 1979,846,VIRGINIA LAKES RIDGE,32,9.6,,12.2,32,32,5.90,,9445,1978-10-01,2100-01-01"
"Mar 1979,846,VIRGINIA LAKES RIDGE,32,15.4,,18.1,32,32,4.90,,9445,1978-10-01,2100-01-01"
"Apr 1979,846,VIRGINIA LAKES RIDGE,32,20.3,,22.4,32,32,1.10,,9445,1978-10-01,2100-01-01"
"May 1979,846,VIRGINIA LAKES RIDGE,32,19.8,,23.5,32,32,1.30,,9445,1978-10-01,2100-01-01"
"Jun 1979,846,VIRGINIA LAKES RIDGE,32,0.0,,24.8,32,32,0.10,,9445,1978-10-01,2100-01-01"
"Jul 1979,846,VIRGINIA LAKES RIDGE,32,0.0,,24.9,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Aug 1979,846,VIRGINIA LAKES RIDGE,32,0.0,,24.9,32,32,1.20,,9445,1978-10-01,2100-01-01"
"Sep 1979,846,VIRGINIA LAKES RIDGE,32,0.0,,26.1,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Oct 1979,846,VIRGINIA LAKES RIDGE,32,0.0,,0.0,32,32,1.70,,9445,1978-10-01,2100-01-01"
"Nov 1979,846,VIRGINIA LAKES RIDGE,32,1.1,,1.7,32,32,2.00,,9445,1978-10-01,2100-01-01"
"Dec 1979,846,VIRGINIA LAKES RIDGE,32,2.2,,3.7,32,32,4.40,,9445,1978-10-01,2100-01-01"
"Jan 1980,846,VIRGINIA LAKES RIDGE,33,5.6,,8.1,54,32,10.60,,9445,1978-10-01,2100-01-01"
"Feb 1980,846,VIRGINIA LAKES RIDGE,32,15.0,,18.7,32,32,10.50,,9445,1978-10-01,2100-01-01"
"Mar 1980,846,VIRGINIA LAKES RIDGE,32,25.5,,29.2,32,32,4.40,,9445,1978-10-01,2100-01-01"
"Apr 1980,846,VIRGINIA LAKES RIDGE,32,29.9,,33.1,32,32,1.60,,9445,1978-10-01,2100-01-01"
"May 1980,846,VIRGINIA LAKES RIDGE,32,29.3,,34.7,32,32,1.40,,9445,1978-10-01,2100-01-01"
"Jun 1980,846,VIRGINIA LAKES RIDGE,32,14.8,,36.1,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Jul 1980,846,VIRGINIA LAKES RIDGE,32,0.0,,36.1,32,32,0.20,,9445,1978-10-01,2100-01-01"
"Aug 1980,846,VIRGINIA LAKES RIDGE,32,0.0,,36.3,32,32,0.10,,9445,1978-10-01,2100-01-01"
"Sep 1980,846,VIRGINIA LAKES RIDGE,32,0.0,,36.4,32,32,1.90,,9445,1978-10-01,2100-01-01"
"Oct 1980,846,VIRGINIA LAKES RIDGE,32,0.0,,0.0,32,32,0.40,,9445,1978-10-01,2100-01-01"
"Nov 1980,846,VIRGINIA LAKES RIDGE,32,0.0,,0.4,32,32,1.00,,9445,1978-10-01,2100-01-01"
"Dec 1980,846,VIRGINIA LAKES RIDGE,32,0.9,,1.4,32,32,2.60,,9445,1978-10-01,2100-01-01"
"Jan 1981,846,VIRGINIA LAKES RIDGE,32,2.2,,4.0,32,32,4.70,,9445,1978-10-01,2100-01-01"
"Feb 1981,846,VIRGINIA LAKES RIDGE,32,6.3,,8.7,32,32,2.30,,9445,1978-10-01,2100-01-01"
"Mar 1981,846,VIRGINIA LAKES RIDGE,32,7.3,,11.0,32,32,6.10,,9445,1978-10-01,2100-01-01"
"Apr 1981,846,VIRGINIA LAKES RIDGE,32,13.0,,17.1,32,32,2.90,,9445,1978-10-01,2100-01-01"
"May 1981,846,VIRGINIA LAKES RIDGE,32,9.7,,20.0,32,32,1.50,,9445,1978-10-01,2100-01-01"
"Jun 1981,846,VIRGINIA LAKES RIDGE,32,0.0,,21.5,32,32,0.30,,9445,1978-10-01,2100-01-01"
"Jul 1981,846,VIRGINIA LAKES RIDGE,32,0.0,,21.8,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Aug 1981,846,VIRGINIA LAKES RIDGE,32,0.0,,21.8,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Sep 1981,846,VIRGINIA LAKES RIDGE,32,0.0,,21.8,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Oct 1981,846,VIRGINIA LAKES RIDGE,32,0.0,,0.0,32,32,3.10,,9445,1978-10-01,2100-01-01"
"Nov 1981,846,VIRGINIA LAKES RIDGE,32,1.9,,3.1,32,32,5.20,,9445,1978-10-01,2100-01-01"
"Dec 1981,846,VIRGINIA LAKES RIDGE,32,6.1,,8.3,32,32,5.10,,9445,1978-10-01,2100-01-01"
"Jan 1982,846,VIRGINIA LAKES RIDGE,32,10.0,,13.4,32,32,8.40,,9445,1978-10-01,2100-01-01"
"Feb 1982,846,VIRGINIA LAKES RIDGE,23,18.3,,21.8,53,-58,3.80,,9445,1978-10-01,2100-01-01"
"Mar 1982,846,VIRGINIA LAKES RIDGE,22,22.1,,24.8,47,1,6.20,,9445,1978-10-01,2100-01-01"
"Apr 1982,846,VIRGINIA LAKES RIDGE,28,27.7,,31.0,57,0,6.40,,9445,1978-10-01,2100-01-01"
"May 1982,846,VIRGINIA LAKES RIDGE,39,34.1,,36.1,64,14,0.50,,9445,1978-10-01,2100-01-01"
"Jun 1982,846,VIRGINIA LAKES RIDGE,41,9.0,,36.6,70,-58,2.30,,9445,1978-10-01,2100-01-01"
"Jul 1982,846,VIRGINIA LAKES RIDGE,54,0.0,,38.9,76,30,0.10,,9445,1978-10-01,2100-01-01"
"Aug 1982,846,VIRGINIA LAKES RIDGE,54,0.0,,39.0,75,38,1.20,,9445,1978-10-01,2100-01-01"
"Sep 1982,846,VIRGINIA LAKES RIDGE,44,0.0,,40.2,74,17,3.70,,9445,1978-10-01,2100-01-01"
"Oct 1982,846,VIRGINIA LAKES RIDGE,35,0.7,,0.0,59,11,3.60,,9445,1978-10-01,2100-01-01"
"Nov 1982,846,VIRGINIA LAKES RIDGE,25,1.9,,3.6,52,4,6.40,,9445,1978-10-01,2100-01-01"
"Dec 1982,846,VIRGINIA LAKES RIDGE,23,7.1,,10.0,48,-1,6.00,,9445,1978-10-01,2100-01-01"
"Jan 1983,846,VIRGINIA LAKES RIDGE,29,13.1,,15.7,69,10,7.60,,9445,1978-10-01,2100-01-01"
"Feb 1983,846,VIRGINIA LAKES RIDGE,,19.8,,23.3,,,10.50,,9445,1978-10-01,2100-01-01"
"Mar 1983,846,VIRGINIA LAKES RIDGE,,30.3,,33.5,,,9.00,,9445,1978-10-01,2100-01-01"
"Apr 1983,846,VIRGINIA LAKES RIDGE,32,39.3,,39.4,44,32,3.60,,9445,1978-10-01,2100-01-01"
"May 1983,846,VIRGINIA LAKES RIDGE,32,42.9,,42.6,32,32,0.60,,9445,1978-10-01,2100-01-01"
"Jun 1983,846,VIRGINIA LAKES RIDGE,32,24.8,,43.2,32,32,0.30,,9445,1978-10-01,2100-01-01"
"Jul 1983,846,VIRGINIA LAKES RIDGE,32,0.0,,43.5,32,32,0.00,,9445,1978-10-01,2100-01-01"
"Aug 1983,846,VIRGINIA LAKES RIDGE,32,0.0,,43.5,32,32,2.30,,9445,1978-10-01,2100-01-01"
"Sep 1983,846,VIRGINIA LAKES RIDGE,,0.0,,45.8,,,0.80,,9445,1978-10-01,2100-01-01"
"Oct 1983,846,VIRGINIA LAKES RIDGE,40,0.0,,0.0,65,-58,0.80,,9445,1978-10-01,2100-01-01"
"Nov 1983,846,VIRGINIA LAKES RIDGE,27,0.0,,0.8,59,-2,8.90,,9445,1978-10-01,2100-01-01"
"Dec 1983,846,VIRGINIA LAKES RIDGE,26,8.9,,9.1,42,-2,8.50,,9445,1978-10-01,2100-01-01"
"Jan 1984,846,VIRGINIA LAKES RIDGE,25,16.5,,17.6,48,1,1.30,,9445,1978-10-01,2100-01-01"
"Feb 1984,846,VIRGINIA LAKES RIDGE,24,17.8,,18.8,49,-2,4.30,,9445,1978-10-01,2100-01-01"
"Mar 1984,846,VIRGINIA LAKES RIDGE,28,21.6,,23.1,51,6,2.00,,9445,1978-10-01,2100-01-01"
"Apr 1984,846,VIRGINIA LAKES RIDGE,28,23.6,,24.6,56,2,1.50,,9445,1978-10-01,2100-01-01"
"May 1984,846,VIRGINIA LAKES RIDGE,43,23.3,,26.1,69,16,0.40,,9445,1978-10-01,2100-01-01"
"Jun 1984,846,VIRGINIA LAKES RIDGE,,0.0,,26.5,,,0.90,,9445,1978-10-01,2100-01-01"
"Jul 1984,846,VIRGINIA LAKES RIDGE,,0.0,,27.4,,,1.90,,9445,1978-10-01,2100-01-01"
"Aug 1984,846,VIRGINIA LAKES RIDGE,53,0.0,,29.3,79,32,0.70,,9445,1978-10-01,2100-01-01"
"Sep 1984,846,VIRGINIA LAKES RIDGE,48,0.0,,30.0,77,20,0.30,,9445,1978-10-01,2100-01-01"
"Oct 1984,846,VIRGINIA LAKES RIDGE,32,0.0,,0.0,61,6,1.30,,9445,1978-10-01,2100-01-01"
"Nov 1984,846,VIRGINIA LAKES RIDGE,26,0.6,,1.3,56,-3,8.10,,9445,1978-10-01,2100-01-01"
"Dec 1984,846,VIRGINIA LAKES RIDGE,19,7.3,,9.4,39,-5,2.10,,9445,1978-10-01,2100-01-01"
"Jan 1985,846,VIRGINIA LAKES RIDGE,20,8.8,,11.5,50,-6,1.80,,9445,1978-10-01,2100-01-01"
"Feb 1985,846,VIRGINIA LAKES RIDGE,23,9.5,,13.3,52,-6,2.50,,9445,1978-10-01,2100-01-01"
"Mar 1985,846,VIRGINIA LAKES RIDGE,21,11.9,,15.8,47,-5,5.40,,9445,1978-10-01,2100-01-01"
"Apr 1985,846,VIRGINIA LAKES RIDGE,36,17.3,,20.1,62,7,0.90,,9445,1978-10-01,2100-01-01"
"May 1985,846,VIRGINIA LAKES RIDGE,40,13.3,,21.0,63,18,0.10,,9445,1978-10-01,2100-01-01"
"Jun 1985,846,VIRGINIA LAKES RIDGE,54,0.0,,21.1,81,25,0.40,,9445,1978-10-01,2100-01-01"
"Jul 1985,846,VIRGINIA LAKES RIDGE,56,0.0,,21.5,81,36,1.80,,9445,1978-10-01,2100-01-01"
"Aug 1985,846,VIRGINIA LAKES RIDGE,55,0.0,,23.3,79,33,0.00,,9445,1978-10-01,2100-01-01"
"Sep 1985,846,VIRGINIA LAKES RIDGE,40,0.0,,23.3,66,20,2.50,,9445,1978-10-01,2100-01-01"
"Oct 1985,846,VIRGINIA LAKES RIDGE,36,0.0,,0.0,68,12,5.40,,9445,1978-10-01,2100-01-01"
"Nov 1985,846,VIRGINIA LAKES RIDGE,26,1.0,,5.4,58,-1,5.30,,9445,1978-10-01,2100-01-01"
"Dec 1985,846,VIRGINIA LAKES RIDGE,26,4.4,,10.7,50,-8,3.20,,9445,1978-10-01,2100-01-01"
"Jan 1986,846,VIRGINIA LAKES RIDGE,31,7.1,,13.9,54,13,2.30,,9445,1978-10-01,2100-01-01"
"Feb 1986,846,VIRGINIA LAKES RIDGE,24,8.6,,16.2,56,-5,18.50,,9445,1978-10-01,2100-01-01"
"Mar 1986,846,VIRGINIA LAKES RIDGE,29,27.1,,31.9,53,2,5.20,,9445,1978-10-01,2100-01-01"
"Apr 1986,846,VIRGINIA LAKES RIDGE,30,32.1,,37.1,60,6,1.00,,9445,1978-10-01,2100-01-01"
"May 1986,846,VIRGINIA LAKES RIDGE,39,25.8,,38.1,69,9,0.50,,9445,1978-10-01,2100-01-01"
"Jun 1986,846,VIRGINIA LAKES RIDGE,51,7.4,,38.6,75,28,0.10,,9445,1978-10-01,2100-01-01"
"Jul 1986,846,VIRGINIA LAKES RIDGE,53,0.0,,38.7,79,29,0.60,,9445,1978-10-01,2100-01-01"
"Aug 1986,846,VIRGINIA LAKES RIDGE,54,0.0,,39.3,78,33,0.30,,9445,1978-10-01,2100-01-01"
"Sep 1986,846,VIRGINIA LAKES RIDGE,34,0.0,,39.6,71,13,1.10,,9445,1978-10-01,2100-01-01"
"Oct 1986,846,VIRGINIA LAKES RIDGE,26,0.4,,0.0,53,-52,0.50,,9445,1978-10-01,2100-01-01"
"Nov 1986,846,VIRGINIA LAKES RIDGE,26,0.2,,0.5,49,4,0.40,,9445,1978-10-01,2100-01-01"
"Dec 1986,846,VIRGINIA LAKES RIDGE,20,0.6,,0.5,44,5,0.50,,9445,1978-10-01,2100-01-01"
"Jan 1987,846,VIRGINIA LAKES RIDGE,14,0.9,,1.0,39,-17,4.50,,9445,1978-10-01,2100-01-01"
"Feb 1987,846,VIRGINIA LAKES RIDGE,14,4.2,,5.5,37,-11,3.40,,9445,1978-10-01,2100-01-01"
"Mar 1987,846,VIRGINIA LAKES RIDGE,18,6.4,,8.9,44,-10,2.70,,9445,1978-10-01,2100-01-01"
"Apr 1987,846,VIRGINIA LAKES RIDGE,,8.1,,11.6,,,0.20,,9445,1978-10-01,2100-01-01"
"May 1987,846,VIRGINIA LAKES RIDGE,36,0.0,,11.8,61,15,2.20,,9445,1978-10-01,2100-01-01"
"Jun 1987,846,VIRGINIA LAKES RIDGE,45,0.0,,14.0,73,20,0.40,,9445,1978-10-01,2100-01-01"
"Jul 1987,846,VIRGINIA LAKES RIDGE,45,0.0,,14.4,74,11,0.60,,9445,1978-10-01,2100-01-01"
"Aug 1987,846,VIRGINIA LAKES RIDGE,52,0.0,,15.0,75,27,0.10,,9445,1978-10-01,2100-01-01"
"Sep 1987,846,VIRGINIA LAKES RIDGE,46,0.0,,15.1,67,25,0.00,,9445,1978-10-01,2100-01-01"
"Oct 1987,846,VIRGINIA LAKES RIDGE,36,0.0,,0.0,64,19,0.90,,9445,1978-10-01,2100-01-01"
"Nov 1987,846,VIRGINIA LAKES RIDGE,23,0.0,,0.9,48,1,2.20,,9445,1978-10-01,2100-01-01"
"Dec 1987,846,VIRGINIA LAKES RIDGE,12,1.9,,3.1,40,-13,3.80,,9445,1978-10-01,2100-01-01"
"Jan 1988,846,VIRGINIA LAKES RIDGE,18,4.3,,6.9,44,-8,4.90,,9445,1978-10-01,2100-01-01"
"Feb 1988,846,VIRGINIA LAKES RIDGE,21,7.6,,11.8,44,-5,0.20,,9445,1978-10-01,2100-01-01"
"Mar 1988,846,VIRGINIA LAKES RIDGE,23,7.2,,12.0,49,-8,1.50,,9445,1978-10-01,2100-01-01"
"Apr 1988,846,VIRGINIA LAKES RIDGE,28,6.8,,13.5,55,1,0.80,,9445,1978-10-01,2100-01-01"
"May 1988,846,VIRGINIA LAKES RIDGE,34,5.3,,14.3,64,1,1.10,,9445,1978-10-01,2100-01-01"
"Jun 1988,846,VIRGINIA LAKES RIDGE,44,0.0,,15.4,73,12,0.50,,9445,1978-10-01,2100-01-01"
"Jul 1988,846,VIRGINIA LAKES RIDGE,55,0.0,,15.9,78,32,0.20,,9445,1978-10-01,2100-01-01"
"Aug 1988,846,VIRGINIA LAKES RIDGE,51,0.0,,16.1,74,31,0.20,,9445,1978-10-01,2100-01-01"
"Sep 1988,846,VIRGINIA LAKES RIDGE,44,0.0,,16.3,75,16,0.80,,9445,1978-10-01,2100-01-01"
"Oct 1988,846,VIRGINIA LAKES RIDGE,41,0.0,,0.0,67,20,0.00,,9445,1978-10-01,2100-01-01"
"Nov 1988,846,VIRGINIA LAKES RIDGE,23,0.0,,0.0,55,-2,3.60,,9445,1978-10-01,2100-01-01"
"Dec 1988,846,VIRGINIA LAKES RIDGE,14,3.5,,3.6,45,-12,5.70,,9445,1978-10-01,2100-01-01"
"Jan 1989,846,VIRGINIA LAKES RIDGE,16,8.4,,9.3,45,-10,1.80,,9445,1978-10-01,2100-01-01"
"Feb 1989,846,VIRGINIA LAKES RIDGE,14,9.8,,11.1,38,-22,2.80,,9445,1978-10-01,2100-01-01"
"Mar 1989,846,VIRGINIA LAKES RIDGE,25,11.2,,13.9,45,-8,5.80,,9445,1978-10-01,2100-01-01"
"Apr 1989,846,VIRGINIA LAKES RIDGE,32,17.0,,17.9,60,4,1.00,,9445,1978-10-01,2100-01-01"
"May 1989,846,VIRGINIA LAKES RIDGE,32,9.7,,18.9,60,14,3.20,,9445,1978-10-01,2100-01-01"
"Jun 1989,846,VIRGINIA LAKES RIDGE,44,0.0,,22.1,70,25,1.10,,9445,1978-10-01,2100-01-01"
"Jul 1989,846,VIRGINIA LAKES RIDGE,54,0.0,,23.2,76,32,0.00,,9445,1978-10-01,2100-01-01"
"Aug 1989,846,VIRGINIA LAKES RIDGE,47,0.0,,23.2,73,20,1.00,,9445,1978-10-01,2100-01-01"
"Sep 1989,846,VIRGINIA LAKES RIDGE,42,0.0,,24.2,69,21,1.70,,9445,1978-10-01,2100-01-01"
"Oct 1989,846,VIRGINIA LAKES RIDGE,31,0.0,,0.0,60,2,0.60,,9445,1978-10-01,2100-01-01"
"Nov 1989,846,VIRGINIA LAKES RIDGE,28,0.4,,0.6,58,-1,1.80,,9445,1978-10-01,2100-01-01"
"Dec 1989,846,VIRGINIA LAKES RIDGE,23,1.5,,2.4,46,-58,0.10,,9445,1978-10-01,2100-01-01"
"Jan 1990,846,VIRGINIA LAKES RIDGE,17,1.5,,2.5,46,-5,4.10,,9445,1978-10-01,2100-01-01"
"Feb 1990,846,VIRGINIA LAKES RIDGE,14,4.5,,6.6,47,-15,3.70,,9445,1978-10-01,2100-01-01"
"Mar 1990,846,VIRGINIA LAKES RIDGE,23,7.7,,10.3,50,-9,1.30,,9445,1978-10-01,2100-01-01"
"Apr 1990,846,VIRGINIA LAKES RIDGE,30,8.2,,11.6,58,9,0.80,,9445,1978-10-01,2100-01-01"
"May 1990,846,VIRGINIA LAKES RIDGE,32,3.8,,12.4,62,11,0.80,,9445,1978-10-01,2100-01-01"
"Jun 1990,846,VIRGINIA LAKES RIDGE,45,0.0,,13.2,74,13,0.30,,9445,1978-10-01,2100-01-01"
"Jul 1990,846,VIRGINIA LAKES RIDGE,51,0.0,,13.5,75,32,2.10,,9445,1978-10-01,2100-01-01"
"Aug 1990,846,VIRGINIA LAKES RIDGE,48,0.0,,15.6,77,22,0.50,,9445,1978-10-01,2100-01-01"
"Sep 1990,846,VIRGINIA LAKES RIDGE,44,0.0,,16.1,73,24,1.50,,9445,1978-10-01,2100-01-01"
