# Monthly Data for Mar 1950 to Mar 2014
#
# (As of: Fri Mar 14 18:08:55 PDT 2014)
"#  **Provisional data, subject to revision**"
#
"Date,Station Id,Station Name,Air Temperature Average (degF),Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment - Snow-adj (in),Reservoir Storage Volume (ac_ft),Elevation (ft),Start Date,End Date"
"Nov 2008,539,INDEPENDENCE CAMP,39,0.0,0,1.5,65,17,3.70,,7003,1978-10-01,2100-01-01"
"Dec 2008,539,INDEPENDENCE CAMP,30,0.0,0,5.2,60,3,4.40,,7003,1978-10-01,2100-01-01"
"Jan 2009,539,INDEPENDENCE CAMP,32,4.4,20,9.0,58,5,1.60,,7003,1978-10-01,2100-01-01"
"Feb 2009,539,INDEPENDENCE CAMP,30,5.0,16,10.6,59,1,4.80,,7003,1978-10-01,2100-01-01"
"Mar 2009,539,INDEPENDENCE CAMP,32,6.0,29,15.4,57,2,5.70,,7003,1978-10-01,2100-01-01"
"Apr 2009,539,INDEPENDENCE CAMP,37,10.8,33,21.1,68,13,0.90,,7003,1978-10-01,2100-01-01"
"May 2009,539,INDEPENDENCE CAMP,48,0.0,0,22.0,75,30,3.50,,7003,1978-10-01,2100-01-01"
"Jun 2009,539,INDEPENDENCE CAMP,50,0.0,0,25.5,79,33,0.90,,7003,1978-10-01,2100-01-01"
"Jul 2009,539,INDEPENDENCE CAMP,60,0.0,0,26.4,83,32,0.10,,7003,1978-10-01,2100-01-01"
"Aug 2009,539,INDEPENDENCE CAMP,58,0.0,0,26.5,83,35,0.30,,7003,1978-10-01,2100-01-01"
"Sep 2009,539,INDEPENDENCE CAMP,56,0.0,0,26.8,82,25,0.00,,7003,1978-10-01,2100-01-01"
"Oct 2009,539,INDEPENDENCE CAMP,42,0.0,0,0.0,66,20,2.70,,7003,1978-10-01,2100-01-01"
"Nov 2009,539,INDEPENDENCE CAMP,37,0.0,0,2.7,68,17,0.70,,7003,1978-10-01,2100-01-01"
"Dec 2009,539,INDEPENDENCE CAMP,28,0.7,2,3.4,53,-3,5.20,,7003,1978-10-01,2100-01-01"
"Jan 2010,539,INDEPENDENCE CAMP,32,5.9,25,8.1,55,13,4.20,,7003,1978-10-01,2100-01-01"
"Feb 2010,539,INDEPENDENCE CAMP,32,9.8,43,12.3,55,10,4.10,,7003,1978-10-01,2100-01-01"
"Mar 2010,539,INDEPENDENCE CAMP,32,13.9,47,15.0,59,4,3.70,,7003,1978-10-01,2100-01-01"
"Apr 2010,539,INDEPENDENCE CAMP,34,16.4,51,18.7,62,11,3.90,,7003,1978-10-01,2100-01-01"
"May 2010,539,INDEPENDENCE CAMP,38,15.8,44,22.6,60,19,3.30,,7003,1978-10-01,2100-01-01"
"Jun 2010,539,INDEPENDENCE CAMP,51,0.0,0,25.9,79,30,0.10,,7003,1978-10-01,2100-01-01"
"Jul 2010,539,INDEPENDENCE CAMP,59,0.0,0,26.0,83,35,0.30,,7003,1978-10-01,2100-01-01"
"Aug 2010,539,INDEPENDENCE CAMP,56,0.0,0,26.3,81,33,0.20,,7003,1978-10-01,2100-01-01"
"Sep 2010,539,INDEPENDENCE CAMP,53,0.0,0,26.5,81,31,0.00,,7003,1978-10-01,2100-01-01"
"Oct 2010,539,INDEPENDENCE CAMP,45,0.0,0,0.0,79,23,6.90,,7003,1978-10-01,2100-01-01"
"Nov 2010,539,INDEPENDENCE CAMP,33,0.0,0,6.9,68,-1,4.80,,7003,1978-10-01,2100-01-01"
"Dec 2010,539,INDEPENDENCE CAMP,33,3.9,19,11.7,56,-2,8.30,,7003,1978-10-01,2100-01-01"
"Jan 2011,539,INDEPENDENCE CAMP,31,10.4,42,20.0,57,0,0.90,,7003,1978-10-01,2100-01-01"
"Feb 2011,539,INDEPENDENCE CAMP,26,9.9,36,20.9,55,-10,8.80,,7003,1978-10-01,2100-01-01"
"Mar 2011,539,INDEPENDENCE CAMP,32,18.7,71,28.1,69,9,16.00,,7003,1978-10-01,2100-01-01"
"Apr 2011,539,INDEPENDENCE CAMP,35,34.7,100,40.4,60,9,1.00,,7003,1978-10-01,2100-01-01"
"May 2011,539,INDEPENDENCE CAMP,39,27.3,66,41.4,60,18,1.90,,7003,1978-10-01,2100-01-01"
"Jun 2011,539,INDEPENDENCE CAMP,48,3.9,16,43.3,74,27,3.40,,7003,1978-10-01,2100-01-01"
"Jul 2011,539,INDEPENDENCE CAMP,57,0.0,0,46.7,80,37,0.30,,7003,1978-10-01,2100-01-01"
"Aug 2011,539,INDEPENDENCE CAMP,57,0.0,0,47.0,78,37,0.00,,7003,1978-10-01,2100-01-01"
"Sep 2011,539,INDEPENDENCE CAMP,55,0.0,0,47.0,77,35,1.10,,7003,1978-10-01,2100-01-01"
"Oct 2011,539,INDEPENDENCE CAMP,44,0.0,0,0.0,68,24,1.40,,7003,1978-10-01,2100-01-01"
"Nov 2011,539,INDEPENDENCE CAMP,35,0.0,0,1.4,58,13,1.50,,7003,1978-10-01,2100-01-01"
"Dec 2011,539,INDEPENDENCE CAMP,31,0.2,2,2.9,53,11,0.30,,7003,1978-10-01,2100-01-01"
"Jan 2012,539,INDEPENDENCE CAMP,34,0.1,1,3.2,58,7,3.90,,7003,1978-10-01,2100-01-01"
"Feb 2012,539,INDEPENDENCE CAMP,30,2.3,8,7.1,56,8,2.10,,7003,1978-10-01,2100-01-01"
"Mar 2012,539,INDEPENDENCE CAMP,32,4.4,30,9.1,58,5,6.80,,7003,1978-10-01,2100-01-01"
"Apr 2012,539,INDEPENDENCE CAMP,38,11.2,39,13.9,66,8,3.00,,7003,1978-10-01,2100-01-01"
"May 2012,539,INDEPENDENCE CAMP,46,0.4,1,16.9,75,26,1.30,,7003,1978-10-01,2100-01-01"
"Jun 2012,539,INDEPENDENCE CAMP,52,0.0,0,18.2,77,28,0.00,,7003,1978-10-01,2100-01-01"
"Jul 2012,539,INDEPENDENCE CAMP,59,0.0,0,18.2,81,38,0.50,,7003,1978-10-01,2100-01-01"
"Aug 2012,539,INDEPENDENCE CAMP,61,0.0,0,18.7,84,37,1.30,,7003,1978-10-01,2100-01-01"
"Sep 2012,539,INDEPENDENCE CAMP,57,0.0,0,20.0,77,37,0.20,,7003,1978-10-01,2100-01-01"
"Oct 2012,539,INDEPENDENCE CAMP,47,0.0,0,0.0,78,24,1.00,,7003,1978-10-01,2100-01-01"
"Nov 2012,539,INDEPENDENCE CAMP,38,0.0,0,1.0,65,11,5.40,,7003,1978-10-01,2100-01-01"
"Dec 2012,539,INDEPENDENCE CAMP,28,0.0,0,6.4,50,0,8.80,,7003,1978-10-01,2100-01-01"
"Jan 2013,539,INDEPENDENCE CAMP,27,6.5,29,15.2,55,-12,0.90,,7003,1978-10-01,2100-01-01"
"Feb 2013,539,INDEPENDENCE CAMP,28,7.3,20,16.1,54,6,0.20,,7003,1978-10-01,2100-01-01"
"Mar 2013,539,INDEPENDENCE CAMP,36,7.3,18,16.3,61,12,1.40,,7003,1978-10-01,2100-01-01"
"Apr 2013,539,INDEPENDENCE CAMP,41,2.9,5,17.7,68,16,0.40,,7003,1978-10-01,2100-01-01"
"May 2013,539,INDEPENDENCE CAMP,46,0.0,0,18.1,71,26,1.40,,7003,1978-10-01,2100-01-01"
"Jun 2013,539,INDEPENDENCE CAMP,55,0.0,0,19.5,84,30,0.20,,7003,1978-10-01,2100-01-01"
"Jul 2013,539,INDEPENDENCE CAMP,63,0.0,0,19.7,88,41,0.40,,7003,1978-10-01,2100-01-01"
"Aug 2013,539,INDEPENDENCE CAMP,58,0.0,0,20.1,83,35,0.20,,7003,1978-10-01,2100-01-01"
"Sep 2013,539,INDEPENDENCE CAMP,52,0.0,0,20.3,76,27,1.60,,7003,1978-10-01,2100-01-01"
"Oct 2013,539,INDEPENDENCE CAMP,41,0.0,0,0.0,68,22,0.70,,7003,1978-10-01,2100-01-01"
"Nov 2013,539,INDEPENDENCE CAMP,38,0.4,1,0.7,63,19,0.60,,7003,1978-10-01,2100-01-01"
"Dec 2013,539,INDEPENDENCE CAMP,30,0.3,1,1.3,60,-5,0.90,,7003,1978-10-01,2100-01-01"
"Jan 2014,539,INDEPENDENCE CAMP,34,0.5,2,2.2,58,13,2.00,,7003,1978-10-01,2100-01-01"
"Feb 2014,539,INDEPENDENCE CAMP,34,0.9,5,4.2,55,10,7.70,,7003,1978-10-01,2100-01-01"
"Mar 2014,539,INDEPENDENCE CAMP,,1.9,6,11.9,,,,,7003,1978-10-01,2100-01-01"
"Oct 1981,428,CSS LAB,,0.0,,,,,,,6855,1981-05-19,2100-01-01"
"Nov 1981,428,CSS LAB,,1.6,,,,,,,6855,1981-05-19,2100-01-01"
"Dec 1981,428,CSS LAB,,5.3,,,,,,,6855,1981-05-19,2100-01-01"
"Jan 1982,428,CSS LAB,,12.7,,,,,,,6855,1981-05-19,2100-01-01"
"Feb 1982,428,CSS LAB,,20.3,,,,,,,6855,1981-05-19,2100-01-01"
"Mar 1982,428,CSS LAB,,20.9,,,,,,,6855,1981-05-19,2100-01-01"
"Apr 1982,428,CSS LAB,,33.2,,,,,,,6855,1981-05-19,2100-01-01"
"May 1982,428,CSS LAB,,28.4,,,,,,,6855,1981-05-19,2100-01-01"
"Jun 1982,428,CSS LAB,,3.6,,,,,,,6855,1981-05-19,2100-01-01"
"Jul 1982,428,CSS LAB,,0.0,,,,,,,6855,1981-05-19,2100-01-01"
"Aug 1982,428,CSS LAB,,0.0,,,,,,,6855,1981-05-19,2100-01-01"
"Sep 1982,428,CSS LAB,,0.0,,,,,,,6855,1981-05-19,2100-01-01"
"Oct 1982,428,CSS LAB,,0.0,,0.0,,,10.40,,6855,1981-05-19,2100-01-01"
"Nov 1982,428,CSS LAB,,0.1,,10.4,,,15.60,,6855,1981-05-19,2100-01-01"
"Dec 1982,428,CSS LAB,,15.7,,24.1,,,13.60,,6855,1981-05-19,2100-01-01"
"Jan 1983,428,CSS LAB,,29.3,,35.8,,,,,6855,1981-05-19,2100-01-01"
"Feb 1983,428,CSS LAB,,,,,,,,,6855,1981-05-19,2100-01-01"
"Mar 1983,428,CSS LAB,,,,,,,,,6855,1981-05-19,2100-01-01"
"Apr 1983,428,CSS LAB,,25.5,,30.9,,,,,6855,1981-05-19,2100-01-01"
"May 1983,428,CSS LAB,,11.8,,,,,,,6855,1981-05-19,2100-01-01"
"Jun 1983,428,CSS LAB,,0.0,,,,,,,6855,1981-05-19,2100-01-01"
"Jul 1983,428,CSS LAB,,0.0,,,,,,,6855,1981-05-19,2100-01-01"
"Aug 1983,428,CSS LAB,,0.0,,3.2,,,14.40,,6855,1981-05-19,2100-01-01"
"Sep 1983,428,CSS LAB,,8.2,,17.6,,,11.70,,6855,1981-05-19,2100-01-01"
"Oct 1983,428,CSS LAB,,0.0,,0.0,,,6.50,,6855,1981-05-19,2100-01-01"
"Nov 1983,428,CSS LAB,,0.0,,6.5,,,23.80,,6855,1981-05-19,2100-01-01"
"Dec 1983,428,CSS LAB,,12.2,,30.3,,,23.70,,6855,1981-05-19,2100-01-01"
"Jan 1984,428,CSS LAB,,30.7,,54.0,,,1.00,,6855,1981-05-19,2100-01-01"
"Feb 1984,428,CSS LAB,,29.7,,55.0,,,9.60,,6855,1981-05-19,2100-01-01"
"Mar 1984,428,CSS LAB,,39.0,,64.6,,,6.70,,6855,1981-05-19,2100-01-01"
"Apr 1984,428,CSS LAB,,37.9,,71.3,,,5.40,,6855,1981-05-19,2100-01-01"
"May 1984,428,CSS LAB,,30.0,,76.7,,,2.20,,6855,1981-05-19,2100-01-01"
"Jun 1984,428,CSS LAB,,0.0,,78.9,,,1.80,,6855,1981-05-19,2100-01-01"
"Jul 1984,428,CSS LAB,,0.0,,80.7,,,0.90,,6855,1981-05-19,2100-01-01"
"Aug 1984,428,CSS LAB,,0.0,,81.6,,,0.30,,6855,1981-05-19,2100-01-01"
"Sep 1984,428,CSS LAB,,0.0,,81.9,,,0.50,,6855,1981-05-19,2100-01-01"
"Oct 1984,428,CSS LAB,,0.0,,0.0,,,6.20,,6855,1981-05-19,2100-01-01"
"Nov 1984,428,CSS LAB,,0.0,,6.2,,,19.50,,6855,1981-05-19,2100-01-01"
"Dec 1984,428,CSS LAB,,15.3,,25.7,,,4.10,,6855,1981-05-19,2100-01-01"
"Jan 1985,428,CSS LAB,,18.3,,29.8,,,2.10,,6855,1981-05-19,2100-01-01"
"Feb 1985,428,CSS LAB,,19.1,,31.9,,,5.90,,6855,1981-05-19,2100-01-01"
"Mar 1985,428,CSS LAB,,23.5,,37.8,,,11.30,,6855,1981-05-19,2100-01-01"
"Apr 1985,428,CSS LAB,,32.3,,49.1,,,1.60,,6855,1981-05-19,2100-01-01"
"May 1985,428,CSS LAB,,8.4,,50.7,,,0.30,,6855,1981-05-19,2100-01-01"
"Jun 1985,428,CSS LAB,,0.0,,51.0,,,0.60,,6855,1981-05-19,2100-01-01"
"Jul 1985,428,CSS LAB,,0.0,,51.6,,,0.30,,6855,1981-05-19,2100-01-01"
"Aug 1985,428,CSS LAB,,0.0,,51.9,,,0.40,,6855,1981-05-19,2100-01-01"
"Sep 1985,428,CSS LAB,,0.0,,52.3,,,3.20,,6855,1981-05-19,2100-01-01"
"Oct 1985,428,CSS LAB,,0.0,,0.0,,,2.50,,6855,1981-05-19,2100-01-01"
"Nov 1985,428,CSS LAB,,0.0,,2.5,,,14.60,,6855,1981-05-19,2100-01-01"
"Dec 1985,428,CSS LAB,,14.6,,15.6,,,8.00,,6855,1981-05-19,2100-01-01"
"Jan 1986,428,CSS LAB,,19.5,,23.6,,,9.80,,6855,1981-05-19,2100-01-01"
"Feb 1986,428,CSS LAB,,24.5,,33.4,,,34.00,,6855,1981-05-19,2100-01-01"
"Mar 1986,428,CSS LAB,,45.6,,67.4,,,12.70,,6855,1981-05-19,2100-01-01"
"Apr 1986,428,CSS LAB,,43.3,,80.1,,,3.10,,6855,1981-05-19,2100-01-01"
"May 1986,428,CSS LAB,,25.1,,83.2,,,2.50,,6855,1981-05-19,2100-01-01"
"Jun 1986,428,CSS LAB,,0.0,,85.7,,,0.00,,6855,1981-05-19,2100-01-01"
"Jul 1986,428,CSS LAB,,0.0,,85.7,,,0.00,,6855,1981-05-19,2100-01-01"
"Aug 1986,428,CSS LAB,,0.0,,85.7,,,0.30,,6855,1981-05-19,2100-01-01"
"Sep 1986,428,CSS LAB,,0.0,,86.0,,,7.80,,6855,1981-05-19,2100-01-01"
"Oct 1986,428,CSS LAB,32,3.2,,0.0,32,32,1.60,,6855,1981-05-19,2100-01-01"
"Nov 1986,428,CSS LAB,32,0.0,,1.6,32,32,1.30,,6855,1981-05-19,2100-01-01"
"Dec 1986,428,CSS LAB,32,0.6,,2.9,32,32,2.30,,6855,1981-05-19,2100-01-01"
"Jan 1987,428,CSS LAB,32,2.9,,5.2,32,32,8.60,,6855,1981-05-19,2100-01-01"
"Feb 1987,428,CSS LAB,32,11.5,,13.7,32,32,8.80,,6855,1981-05-19,2100-01-01"
"Mar 1987,428,CSS LAB,32,18.7,,22.5,32,32,9.00,,6855,1981-05-19,2100-01-01"
"Apr 1987,428,CSS LAB,32,24.0,,31.5,32,32,2.00,,6855,1981-05-19,2100-01-01"
"May 1987,428,CSS LAB,32,0.0,,33.5,32,32,1.50,,6855,1981-05-19,2100-01-01"
"Jun 1987,428,CSS LAB,32,0.0,,35.0,32,32,0.40,,6855,1981-05-19,2100-01-01"
"Jul 1987,428,CSS LAB,73,0.0,,35.4,142,32,0.30,,6855,1981-05-19,2100-01-01"
"Aug 1987,428,CSS LAB,122,0.0,,35.7,152,84,0.00,,6855,1981-05-19,2100-01-01"
"Sep 1987,428,CSS LAB,114,0.0,,35.7,154,82,0.00,,6855,1981-05-19,2100-01-01"
"Oct 1987,428,CSS LAB,104,0.0,,0.0,150,74,2.30,,6855,1981-05-19,2100-01-01"
"Nov 1987,428,CSS LAB,82,0.0,,2.3,134,46,3.60,,6855,1981-05-19,2100-01-01"
"Dec 1987,428,CSS LAB,64,0.7,,5.9,127,21,12.60,,6855,1981-05-19,2100-01-01"
"Jan 1988,428,CSS LAB,,9.8,,18.5,,,11.20,,6855,1981-05-19,2100-01-01"
"Feb 1988,428,CSS LAB,,19.1,,29.7,,,0.80,,6855,1981-05-19,2100-01-01"
"Mar 1988,428,CSS LAB,,16.4,,30.5,,,1.60,,6855,1981-05-19,2100-01-01"
"Apr 1988,428,CSS LAB,,5.4,,32.1,,,2.90,,6855,1981-05-19,2100-01-01"
"May 1988,428,CSS LAB,,0.0,,35.0,,,4.60,,6855,1981-05-19,2100-01-01"
"Jun 1988,428,CSS LAB,,0.0,,39.6,,,1.20,,6855,1981-05-19,2100-01-01"
"Jul 1988,428,CSS LAB,62,0.0,,40.8,91,38,0.20,,6855,1981-05-19,2100-01-01"
"Aug 1988,428,CSS LAB,60,0.0,,41.0,87,38,0.30,,6855,1981-05-19,2100-01-01"
"Sep 1988,428,CSS LAB,55,0.0,,41.3,92,32,0.10,,6855,1981-05-19,2100-01-01"
"Oct 1988,428,CSS LAB,51,0.0,,0.0,88,30,0.40,,6855,1981-05-19,2100-01-01"
"Nov 1988,428,CSS LAB,32,0.0,,0.4,69,15,18.00,,6855,1981-05-19,2100-01-01"
"Dec 1988,428,CSS LAB,27,8.5,,18.4,74,-5,8.50,,6855,1981-05-19,2100-01-01"
"Jan 1989,428,CSS LAB,27,16.3,,26.9,76,-3,4.40,,6855,1981-05-19,2100-01-01"
"Feb 1989,428,CSS LAB,24,18.3,,31.3,53,-12,7.50,,6855,1981-05-19,2100-01-01"
"Mar 1989,428,CSS LAB,32,24.3,,38.8,58,2,23.60,,6855,1981-05-19,2100-01-01"
"Apr 1989,428,CSS LAB,39,33.9,,62.4,75,14,4.50,,6855,1981-05-19,2100-01-01"
"May 1989,428,CSS LAB,42,19.4,,66.9,74,24,1.90,,6855,1981-05-19,2100-01-01"
"Jun 1989,428,CSS LAB,52,0.0,,68.8,75,33,1.00,,6855,1981-05-19,2100-01-01"
"Jul 1989,428,CSS LAB,59,0.0,,69.8,86,32,0.10,,6855,1981-05-19,2100-01-01"
"Aug 1989,428,CSS LAB,54,0.0,,69.9,80,35,2.90,,6855,1981-05-19,2100-01-01"
"Sep 1989,428,CSS LAB,51,0.0,,72.8,79,32,5.50,,6855,1981-05-19,2100-01-01"
"Oct 1989,428,CSS LAB,42,0.4,,0.0,86,17,8.00,,6855,1981-05-19,2100-01-01"
"Nov 1989,428,CSS LAB,38,3.0,,8.0,85,13,6.00,,6855,1981-05-19,2100-01-01"
"Dec 1989,428,CSS LAB,,6.4,,14.0,,,0.10,,6855,1981-05-19,2100-01-01"
"Jan 1990,428,CSS LAB,30,2.8,,14.1,64,5,9.10,,6855,1981-05-19,2100-01-01"
"Feb 1990,428,CSS LAB,27,11.9,,22.6,72,-5,8.10,,6855,1981-05-19,2100-01-01"
"Mar 1990,428,CSS LAB,35,18.3,,30.7,63,6,4.40,,6855,1981-05-19,2100-01-01"
"Apr 1990,428,CSS LAB,41,13.7,,35.1,70,25,2.80,,6855,1981-05-19,2100-01-01"
"May 1990,428,CSS LAB,42,0.0,,37.9,75,26,6.10,,6855,1981-05-19,2100-01-01"
"Jun 1990,428,CSS LAB,52,0.4,,44.0,81,24,0.20,,6855,1981-05-19,2100-01-01"
"Jul 1990,428,CSS LAB,61,0.0,,44.2,87,38,0.30,,6855,1981-05-19,2100-01-01"
"Aug 1990,428,CSS LAB,58,0.0,,44.5,89,34,0.80,,6855,1981-05-19,2100-01-01"
"Sep 1990,428,CSS LAB,54,0.0,,45.3,81,34,1.20,,6855,1981-05-19,2100-01-01"
"Oct 1990,428,CSS LAB,47,0.0,,0.0,79,28,2.10,,6855,1981-05-19,2100-01-01"
"Nov 1990,428,CSS LAB,36,0.0,,2.1,84,10,1.60,,6855,1981-05-19,2100-01-01"
"Dec 1990,428,CSS LAB,24,0.0,,3.7,67,-11,3.20,,6855,1981-05-19,2100-01-01"
"Jan 1991,428,CSS LAB,32,3.1,,6.9,62,14,1.00,,6855,1981-05-19,2100-01-01"
"Feb 1991,428,CSS LAB,37,3.5,,7.9,69,21,3.90,,6855,1981-05-19,2100-01-01"
"Mar 1991,428,CSS LAB,27,2.4,,11.8,57,7,24.10,,6855,1981-05-19,2100-01-01"
"Apr 1991,428,CSS LAB,34,20.2,,35.9,59,16,3.50,,6855,1981-05-19,2100-01-01"
"May 1991,428,CSS LAB,38,12.1,,39.4,64,21,4.90,,6855,1981-05-19,2100-01-01"
"Jun 1991,428,CSS LAB,50,0.0,,44.3,80,31,1.50,,6855,1981-05-19,2100-01-01"
"Jul 1991,428,CSS LAB,61,0.0,,45.8,86,40,0.90,,6855,1981-05-19,2100-01-01"
"Aug 1991,428,CSS LAB,58,0.0,,46.7,78,34,0.40,,6855,1981-05-19,2100-01-01"
"Sep 1991,428,CSS LAB,57,0.0,,47.1,85,36,0.90,,6855,1981-05-19,2100-01-01"
"Oct 1991,428,CSS LAB,49,0.0,,0.0,84,17,5.40,,6855,1981-05-19,2100-01-01"
"Nov 1991,428,CSS LAB,37,0.0,,5.4,75,11,6.00,,6855,1981-05-19,2100-01-01"
"Dec 1991,428,CSS LAB,31,2.6,,11.4,68,12,4.20,,6855,1981-05-19,2100-01-01"
"Jan 1992,428,CSS LAB,31,6.1,,15.6,67,14,1.90,,6855,1981-05-19,2100-01-01"
"Feb 1992,428,CSS LAB,33,6.7,,17.5,65,15,13.80,,6855,1981-05-19,2100-01-01"
"Mar 1992,428,CSS LAB,35,16.2,,31.3,64,17,4.70,,6855,1981-05-19,2100-01-01"
"Apr 1992,428,CSS LAB,,14.0,,36.0,,,1.50,,6855,1981-05-19,2100-01-01"
"May 1992,428,CSS LAB,,0.0,,37.5,,,0.50,,6855,1981-05-19,2100-01-01"
"Jun 1992,428,CSS LAB,52,0.0,,38.0,80,28,2.30,,6855,1981-05-19,2100-01-01"
"Jul 1992,428,CSS LAB,57,0.0,,40.3,84,32,1.40,,6855,1981-05-19,2100-01-01"
"Aug 1992,428,CSS LAB,61,0.0,,41.7,86,40,1.80,,6855,1981-05-19,2100-01-01"
"Sep 1992,428,CSS LAB,54,0.0,,43.5,83,35,0.00,,6855,1981-05-19,2100-01-01"
"Oct 1992,428,CSS LAB,47,0.0,,0.0,84,30,6.30,,6855,1981-05-19,2100-01-01"
"Nov 1992,428,CSS LAB,35,3.7,,6.3,72,16,1.30,,6855,1981-05-19,2100-01-01"
"Dec 1992,428,CSS LAB,25,0.0,,7.6,64,0,21.10,,6855,1981-05-19,2100-01-01"
"Jan 1993,428,CSS LAB,25,21.1,,27.3,66,-2,19.10,,6855,1981-05-19,2100-01-01"
"Feb 1993,428,CSS LAB,26,39.1,,46.4,59,8,14.00,,6855,1981-05-19,2100-01-01"
"Mar 1993,428,CSS LAB,36,52.6,,60.4,65,13,8.90,,6855,1981-05-19,2100-01-01"
"Apr 1993,428,CSS LAB,35,50.5,,69.3,66,17,3.80,,6855,1981-05-19,2100-01-01"
"May 1993,428,CSS LAB,42,41.5,,73.1,67,25,3.10,,6855,1981-05-19,2100-01-01"
"Jun 1993,428,CSS LAB,50,4.9,,76.2,76,30,2.50,,6855,1981-05-19,2100-01-01"
"Jul 1993,428,CSS LAB,56,0.0,,78.7,83,35,0.00,,6855,1981-05-19,2100-01-01"
"Aug 1993,428,CSS LAB,56,0.0,,78.7,89,35,0.40,,6855,1981-05-19,2100-01-01"
"Sep 1993,428,CSS LAB,54,0.0,,79.1,85,32,0.50,,6855,1981-05-19,2100-01-01"
"Oct 1993,428,CSS LAB,,0.0,,0.0,,,4.70,,6855,1981-05-19,2100-01-01"
"Nov 1993,428,CSS LAB,35,0.0,,4.7,73,10,3.90,,6855,1981-05-19,2100-01-01"
"Dec 1993,428,CSS LAB,29,3.5,,8.6,63,11,7.60,,6855,1981-05-19,2100-01-01"
"Jan 1994,428,CSS LAB,32,9.4,,16.2,73,13,3.80,,6855,1981-05-19,2100-01-01"
"Feb 1994,428,CSS LAB,28,12.5,,20.0,56,6,12.00,,6855,1981-05-19,2100-01-01"
"Mar 1994,428,CSS LAB,33,24.4,,32.0,71,-60,2.50,,6855,1981-05-19,2100-01-01"
"Apr 1994,428,CSS LAB,38,16.6,,34.5,66,20,3.00,,6855,1981-05-19,2100-01-01"
"May 1994,428,CSS LAB,45,0.0,,37.5,75,25,2.20,,6855,1981-05-19,2100-01-01"
"Jun 1994,428,CSS LAB,54,0.0,,39.7,77,29,0.10,,6855,1981-05-19,2100-01-01"
"Jul 1994,428,CSS LAB,63,0.0,,39.8,87,40,0.00,,6855,1981-05-19,2100-01-01"
"Aug 1994,428,CSS LAB,60,0.0,,39.8,81,40,0.00,,6855,1981-05-19,2100-01-01"
"Sep 1994,428,CSS LAB,53,0.0,,39.8,84,31,2.10,,6855,1981-05-19,2100-01-01"
"Oct 1994,428,CSS LAB,42,0.0,,0.0,72,25,1.90,,6855,1981-05-19,2100-01-01"
"Nov 1994,428,CSS LAB,26,0.0,,1.9,60,5,14.40,,6855,1981-05-19,2100-01-01"
"Dec 1994,428,CSS LAB,28,12.5,,16.3,70,4,11.00,,6855,1981-05-19,2100-01-01"
"Jan 1995,428,CSS LAB,29,21.0,,27.3,49,6,28.60,,6855,1981-05-19,2100-01-01"
"Feb 1995,428,CSS LAB,35,43.2,,55.9,77,6,2.90,,6855,1981-05-19,2100-01-01"
"Mar 1995,428,CSS LAB,30,40.1,,58.8,59,11,28.10,,6855,1981-05-19,2100-01-01"
"Apr 1995,428,CSS LAB,33,61.7,,86.9,63,8,11.30,,6855,1981-05-19,2100-01-01"
"May 1995,428,CSS LAB,39,60.0,,98.2,70,24,5.50,,6855,1981-05-19,2100-01-01"
"Jun 1995,428,CSS LAB,46,36.5,,103.7,81,26,1.20,,6855,1981-05-19,2100-01-01"
"Jul 1995,428,CSS LAB,56,0.0,,104.9,82,36,0.00,,6855,1981-05-19,2100-01-01"
"Aug 1995,428,CSS LAB,58,0.0,,104.9,83,38,0.00,,6855,1981-05-19,2100-01-01"
"Sep 1995,428,CSS LAB,55,0.0,,104.9,86,32,0.00,,6855,1981-05-19,2100-01-01"
"Oct 1995,428,CSS LAB,48,0.0,,0.0,82,26,0.00,,6855,1981-05-19,2100-01-01"
"Nov 1995,428,CSS LAB,42,0.0,,0.0,80,23,1.80,,6855,1981-05-19,2100-01-01"
"Dec 1995,428,CSS LAB,31,0.0,,1.8,65,13,16.40,,6855,1981-05-19,2100-01-01"
"Jan 1996,428,CSS LAB,31,3.8,,18.2,70,4,19.70,,6855,1981-05-19,2100-01-01"
"Feb 1996,428,CSS LAB,32,20.3,,37.9,72,0,16.50,,6855,1981-05-19,2100-01-01"
"Mar 1996,428,CSS LAB,33,30.7,,54.4,69,10,9.40,,6855,1981-05-19,2100-01-01"
"Apr 1996,428,CSS LAB,38,33.5,,63.8,72,15,7.00,,6855,1981-05-19,2100-01-01"
"May 1996,428,CSS LAB,43,22.2,,70.8,75,27,10.20,,6855,1981-05-19,2100-01-01"
"Jun 1996,428,CSS LAB,54,0.0,,81.0,80,35,0.70,,6855,1981-05-19,2100-01-01"
"Jul 1996,428,CSS LAB,63,0.0,,81.7,86,35,2.00,,6855,1981-05-19,2100-01-01"
"Aug 1996,428,CSS LAB,61,0.0,,83.7,85,40,0.20,,6855,1981-05-19,2100-01-01"
"Sep 1996,428,CSS LAB,52,0.0,,83.9,84,30,1.10,,6855,1981-05-19,2100-01-01"
"Oct 1996,428,CSS LAB,40,0.0,,0.0,83,20,2.80,,6855,1981-05-19,2100-01-01"
"Nov 1996,428,CSS LAB,36,1.3,,2.8,70,19,9.20,,6855,1981-05-19,2100-01-01"
